# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.08.2018 15:00";"29.1";"749.1";"759.8";"";"30";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.08.2018 12:00";"26.7";"749.8";"760.6";"";"33";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.08.2018 09:00";"19.4";"749.6";"760.6";"";"45";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.08.2018 06:00";"12.0";"750.0";"761.3";"";"67";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.08.2018 03:00";"13.4";"750.0";"761.3";"";"66";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.08.2018 00:00";"15.0";"750.9";"762.1";"";"65";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 21:00";"17.6";"751.0";"762.1";"";"58";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 18:00";"25.9";"751.3";"762.1";"";"27";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 15:00";"26.7";"752.0";"762.8";"";"27";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 12:00";"25.3";"753.4";"764.3";"";"29";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 09:00";"17.6";"753.9";"765.1";"";"49";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 06:00";"11.0";"753.7";"765.1";"";"73";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 03:00";"13.0";"754.5";"765.8";"";"73";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.08.2018 00:00";"14.2";"754.5";"765.8";"";"71";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 21:00";"17.8";"754.6";"765.8";"";"56";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 18:00";"24.3";"754.9";"765.8";"";"31";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 15:00";"24.5";"755.7";"766.6";"";"33";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 12:00";"22.3";"756.3";"767.3";"";"37";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 09:00";"17.0";"756.9";"768.1";"";"60";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 06:00";"9.3";"756.6";"768.1";"";"90";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"23.08.2018 03:00";"12.8";"756.7";"768.1";"";"72";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.08.2018 00:00";"14.4";"756.0";"767.3";"";"69";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 21:00";"17.4";"755.4";"766.6";"";"68";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 18:00";"23.3";"754.2";"765.1";"";"45";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 15:00";"24.1";"754.2";"765.1";"";"43";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 12:00";"22.4";"754.8";"765.8";"";"43";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 09:00";"19.2";"754.0";"765.1";"";"68";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 06:00";"15.4";"752.4";"763.6";"";"87";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 03:00";"17.8";"751.7";"762.8";"";"82";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.08.2018 00:00";"19.6";"751.1";"762.1";"";"79";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 21:00";"22.5";"749.7";"760.6";"";"82";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 18:00";"24.4";"749.0";"759.8";"";"77";"Wind blowing from the south-west";"2";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 15:00";"30.4";"748.5";"759.1";"";"38";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 12:00";"29.1";"749.9";"760.6";"";"43";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 09:00";"22.9";"749.7";"760.6";"";"67";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 06:00";"14.2";"750.1";"761.3";"";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 03:00";"15.8";"750.1";"761.3";"";"77";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.08.2018 00:00";"17.2";"751.0";"762.1";"";"80";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 21:00";"21.5";"750.3";"761.3";"";"64";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 18:00";"29.4";"750.6";"761.3";"";"32";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 15:00";"29.3";"751.4";"762.1";"";"30";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 12:00";"27.5";"752.8";"763.6";"";"33";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 09:00";"22.3";"752.6";"763.6";"";"57";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 06:00";"15.6";"753.1";"764.3";"";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 03:00";"16.2";"752.4";"763.6";"";"85";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.08.2018 00:00";"18.8";"753.2";"764.3";"";"68";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 21:00";"21.9";"752.6";"763.6";"";"55";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 18:00";"27.1";"752.8";"763.6";"";"40";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 15:00";"27.7";"753.5";"764.3";"";"38";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 12:00";"26.7";"754.3";"765.1";"";"41";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 09:00";"21.1";"754.1";"765.1";"";"59";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 06:00";"15.6";"753.9";"765.1";"";"77";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 03:00";"18.0";"754.0";"765.1";"";"70";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.08.2018 00:00";"19.9";"754.0";"765.1";"";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 21:00";"22.9";"753.4";"764.3";"";"63";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 18:00";"28.1";"752.9";"763.6";"";"45";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 15:00";"29.1";"752.9";"763.6";"";"40";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 12:00";"27.9";"753.5";"764.3";"";"51";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 09:00";"22.5";"753.3";"764.3";"";"64";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 06:00";"17.6";"752.5";"763.6";"";"90";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"18.08.2018 03:00";"19.4";"752.5";"763.6";"";"79";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.08.2018 00:00";"21.1";"751.8";"762.8";"";"72";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 21:00";"24.1";"751.9";"762.8";"";"68";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 18:00";"28.3";"751.4";"762.1";"";"47";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 15:00";"28.1";"752.1";"762.8";"";"47";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 12:00";"25.3";"752.0";"762.8";"";"59";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 09:00";"22.1";"752.6";"763.6";"";"71";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 06:00";"19.0";"752.5";"763.6";"";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 03:00";"18.9";"752.5";"763.6";"";"86";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.08.2018 00:00";"20.3";"751.8";"762.8";"";"84";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 21:00";"23.6";"751.9";"762.8";"";"71";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 18:00";"26.7";"751.3";"762.1";"";"55";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 15:00";"29.1";"751.4";"762.1";"";"47";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 12:00";"28.9";"751.4";"762.1";"";"47";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 09:00";"23.3";"751.2";"762.1";"";"69";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 06:00";"19.6";"751.1";"762.1";"";"85";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 03:00";"18.6";"750.2";"761.3";"";"83";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.08.2018 00:00";"18.8";"750.2";"761.3";"";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 21:00";"22.4";"749.7";"760.6";"";"72";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 18:00";"31.5";"749.2";"759.8";"";"29";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 15:00";"32.3";"749.3";"759.8";"";"31";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 12:00";"30.1";"750.0";"760.6";"";"43";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 09:00";"23.1";"749.7";"760.6";"";"66";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 06:00";"17.8";"749.5";"760.6";"";"86";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"15.08.2018 03:00";"19.0";"749.6";"760.6";"";"81";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.08.2018 00:00";"19.8";"749.6";"760.6";"";"83";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 21:00";"23.7";"748.9";"759.8";"";"82";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 18:00";"30.5";"749.2";"759.8";"";"38";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 15:00";"31.9";"749.2";"759.8";"";"35";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 12:00";"28.9";"749.9";"760.6";"";"51";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 09:00";"23.1";"749.7";"760.6";"";"69";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 06:00";"18.0";"749.5";"760.6";"";"82";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 03:00";"19.2";"749.6";"760.6";"";"81";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.08.2018 00:00";"20.3";"749.6";"760.6";"";"73";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 21:00";"22.5";"749.7";"760.6";"";"73";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 18:00";"28.1";"749.9";"760.6";"";"44";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 15:00";"28.3";"750.6";"761.3";"";"41";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 12:00";"25.5";"752.0";"762.8";"";"50";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 09:00";"21.7";"751.8";"762.8";"";"54";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.08.2018 06:00";"14.2";"752.3";"763.6";"";"96";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"13.08.2018 03:00";"15.8";"751.6";"762.8";"";"94";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"13.08.2018 00:00";"18.8";"751.7";"762.8";"";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 21:00";"23.1";"751.9";"762.8";"";"69";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 18:00";"26.5";"751.3";"762.1";"";"48";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 15:00";"29.1";"752.1";"762.8";"";"34";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 12:00";"27.7";"752.8";"763.6";"";"35";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 09:00";"20.9";"753.3";"764.3";"";"64";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 06:00";"12.4";"753.7";"765.1";"";"93";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"12.08.2018 03:00";"13.0";"753.8";"765.1";"";"87";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.08.2018 00:00";"15.0";"754.5";"765.8";"";"80";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 21:00";"22.5";"754.8";"765.8";"";"59";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 18:00";"26.5";"755.0";"765.8";"";"35";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 15:00";"27.3";"756.5";"767.3";"";"36";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 12:00";"26.5";"757.9";"768.8";"";"41";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 09:00";"20.9";"758.5";"769.6";"";"67";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 06:00";"12.4";"758.9";"770.3";"";"86";"Wind blowing from the east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"11.08.2018 03:00";"12.8";"758.9";"770.3";"";"86";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.08.2018 00:00";"16.2";"759.0";"770.3";"";"71";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 21:00";"19.8";"759.2";"770.3";"";"69";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 18:00";"25.8";"759.4";"770.3";"";"36";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 15:00";"26.0";"759.4";"770.3";"";"35";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 12:00";"24.8";"760.1";"771.1";"";"50";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 09:00";"20.9";"760.7";"771.8";"";"57";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 06:00";"13.2";"759.7";"771.1";"";"84";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 03:00";"14.8";"759.0";"770.3";"";"84";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.08.2018 00:00";"15.2";"759.0";"770.3";"";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 21:00";"19.2";"758.4";"769.6";"";"68";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 18:00";"24.5";"757.8";"768.8";"";"33";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 15:00";"25.0";"757.9";"768.8";"";"32";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 12:00";"24.7";"757.9";"768.8";"";"37";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 09:00";"20.9";"757.7";"768.8";"";"57";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 06:00";"12.8";"756.7";"768.1";"";"88";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"09.08.2018 03:00";"13.6";"756.0";"767.3";"";"86";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.08.2018 00:00";"15.2";"755.3";"766.6";"";"87";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 21:00";"20.3";"754.7";"765.8";"";"62";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 18:00";"24.5";"754.2";"765.1";"";"44";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 15:00";"25.9";"754.3";"765.1";"";"44";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 12:00";"24.3";"754.2";"765.1";"";"48";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 09:00";"20.7";"754.1";"765.1";"";"55";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 06:00";"16.1";"753.1";"764.3";"";"77";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 03:00";"16.6";"752.4";"763.6";"";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.08.2018 00:00";"18.6";"751.7";"762.8";"";"69";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.08.2018 21:00";"23.3";"751.2";"762.1";"";"51";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.08.2018 18:00";"25.9";"749.8";"760.6";"";"41";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.08.2018 15:00";"25.9";"750.5";"761.3";"";"42";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
